-0.126 -0.763
-0.239  0.211
 0.525 -0.607
-0.229 -0.584
 0.831 -0.056
 0.585  0.069
-0.015 -0.065
-0.383  0.489
-0.258 -0.163
 0.827 -0.295
-0.110  0.044
 0.422 -0.498
-0.783 -0.368
 0.700  0.512
-0.051 -0.296
-0.253  0.952
 0.544 -0.617
-0.263 -0.375
 0.827 -0.096
 0.450  0.595
 0.507 -0.496
 0.406 -0.484
 0.741 -0.605
 0.160  0.934
-0.568 -0.217
 0.791  0.439
-0.050 -0.473
 0.293  0.908
 0.242  0.463
-0.988  0.000
 0.249  0.752
-0.214 -0.146
 0.616  0.719
 0.169 -0.182
-0.683 -0.209
-0.282 -0.630
 0.079 -0.609
-0.980  0.155
-0.544 -0.037
 0.409  0.234
 0.003 -0.087
 0.504 -0.288
-0.543  0.592
-0.401 -0.089
-0.451 -0.874
-0.676 -0.642
 0.627  0.352
-0.232  0.739
-0.848  0.387
 0.634 -0.213
-0.619  0.234
 0.066 -0.601
 0.717 -0.587
 0.636 -0.509
 0.126  0.850
-0.573 -0.278
-0.163 -0.017
 0.324  0.335
 0.347  0.861
-0.500  0.605
 0.004  0.506
-0.337  0.758
-0.256 -0.567
 0.097 -0.504
-0.024  0.797
 0.563 -0.041
-0.463 -0.167
 0.875  0.141
 0.313  0.836
 0.411  0.890
-0.174 -0.715
-0.153  0.070
-0.489 -0.401
-0.770 -0.359
-0.696 -0.673
 0.069 -0.136
 0.369  0.644
-0.168  0.513
 0.628  0.185
-0.597  0.024
-0.376 -0.782
 0.002  0.142
 0.220 -0.121
-0.607  0.624
 0.746 -0.186
-0.051  0.139
-0.473 -0.533
 0.558 -0.415
 0.025  0.573
-0.149  0.731
-0.689  0.498
-0.680 -0.396
-0.429 -0.048
 0.351 -0.494
 0.728 -0.338
-0.323  0.781
-0.256 -0.288
-0.129  0.048
 0.335 -0.454
 0.200 -0.121
-0.236 -0.242
-0.149  0.944
-0.540  0.694
-0.300 -0.792
-0.680  0.326
-0.817  0.560
-0.200 -0.713
-0.003 -0.321
 0.042  0.640
 0.385  0.915
-0.184  0.672
-0.099 -0.603
-0.909  0.127
 0.054  0.941
-0.212 -0.781
 0.588  0.192
 0.855  0.268
-0.955 -0.152
 0.485  0.642
 0.016  0.977
 0.514 -0.275
-0.731  0.179
-0.123  0.609
 0.594  0.084
-0.373 -0.408
 0.117  0.048
-0.349 -0.890
 0.551 -0.237
 0.581  0.673
 0.729 -0.681
-0.024 -0.827
 0.028 -0.313
 0.636 -0.210
-0.231  0.102
 0.191 -0.699
 0.091  0.094
-0.609  0.503
 0.101  0.539
 0.037 -0.961
-0.091 -0.200
-0.305  0.240
-0.650  0.323
 0.434  0.250
-0.602  0.697
-0.344  0.606
-0.281 -0.314
-0.470 -0.263
-0.396  0.359
-0.053 -0.938
 0.462  0.382
-0.255 -0.456
-0.405 -0.607
 0.148 -0.524
-0.069  0.020
-0.298 -0.267
-0.423 -0.238
 0.558 -0.337
 0.102 -0.250
 0.309  0.414
 0.569 -0.561
 0.413 -0.282
-0.582 -0.613
 0.338  0.017
-0.518 -0.482
 0.489  0.060
-0.237 -0.680
-0.110  0.911
 0.778 -0.198
-0.656 -0.389
 0.335  0.513
 0.731 -0.329
 0.105 -0.120
 0.005 -0.533
 0.461 -0.255
-0.242  0.412
 0.224  0.478
 0.681 -0.365
-0.233  0.375
-0.354 -0.303
-0.399 -0.178
-0.411  0.608
 0.053  0.107
 0.455  0.684
-0.655  0.033
-0.143  0.780
-0.527 -0.806
-0.426  0.423
 0.386  0.106
-0.733 -0.461
 0.123  0.143
 0.999 -0.032
-0.811  0.416
 0.790 -0.402
-0.565 -0.248
 0.112 -0.018
-0.061  0.980
-0.049 -0.571
-0.562  0.573
 0.100 -0.437
-0.617  0.319
-0.703 -0.369
-0.615 -0.132
-0.240 -0.321
-0.376 -0.481
 0.287  0.943
-0.439  0.790
-0.573  0.569
-0.023 -0.306
-0.468  0.139
-0.681 -0.003
-0.147  0.127
